in:LabR[%],in:FFR [%],in:UnderGrnd [%],in:GlzR [%],in:Uvalue [IP],in:HVAC,in:HeatRecov,in:LabACH,in:Plant,out:PeakCool [Btu/h-sf],out:PeakHeat [Btu/h-sf],out:EUI [kBtu/sf],img
60,35,30,40,0.25,FCU,Glycol,4/2,Campus,15.571651,6.027188,72.710295,43035601_R4.png
40,45,30,40,0.25,FCU,Glycol,4/2,Campus,13.574295,5.92857,56.61066,43045401_R4.png
50,45,30,40,0.25,FCU,Glycol,4/2,Campus,14.734923,6.108857,64.768514,43045501_R4.png
60,45,30,40,0.25,FCU,Glycol,4/2,Campus,15.89555,6.289143,72.926366,43045601_R4.png
40,55,30,40,0.25,FCU,Glycol,4/2,Campus,14.057172,6.25553,56.974556,43055401_R4.png
50,55,30,40,0.25,FCU,Glycol,4/2,Campus,15.164826,6.401994,65.09574,43055501_R4.png
60,55,30,40,0.25,FCU,Glycol,4/2,Campus,16.27248,6.548458,73.216926,43055601_R4.png
40,35,50,40,0.25,FCU,Glycol,4/2,Campus,12.695548,5.265024,56.229622,45035401_R4.png
50,35,50,40,0.25,FCU,Glycol,4/2,Campus,13.971669,5.514589,64.428749,45035501_R4.png
60,35,50,40,0.25,FCU,Glycol,4/2,Campus,15.247789,5.764155,72.627877,45035601_R4.png
40,45,50,40,0.25,FCU,Glycol,4/2,Campus,12.986846,5.503253,56.444683,45045401_R4.png
50,45,50,40,0.25,FCU,Glycol,4/2,Campus,14.227184,5.728339,64.620859,45045501_R4.png
60,45,50,40,0.25,FCU,Glycol,4/2,Campus,15.467522,5.953426,72.797032,45045601_R4.png
40,55,50,40,0.25,FCU,Glycol,4/2,Campus,13.315033,5.73902,56.721293,45055401_R4.png
50,55,50,40,0.25,FCU,Glycol,4/2,Campus,14.518809,5.939883,64.869944,45055501_R4.png
60,55,50,40,0.25,FCU,Glycol,4/2,Campus,15.722585,6.140747,73.018597,45055601_R4.png
40,35,10,60,0.25,FCU,Glycol,4/2,Campus,14.886698,6.60284,56.877999,61035401_R4.png
50,35,10,60,0.25,FCU,Glycol,4/2,Campus,16.056801,6.806012,65.116229,61035501_R4.png
60,35,10,60,0.25,FCU,Glycol,4/2,Campus,17.226903,7.009184,73.35446,61035601_R4.png
40,45,10,60,0.25,FCU,Glycol,4/2,Campus,15.746014,7.133454,57.434482,61045401_R4.png
50,45,10,60,0.25,FCU,Glycol,4/2,Campus,16.823994,7.281518,65.616587,61045501_R4.png
60,45,10,60,0.25,FCU,Glycol,4/2,Campus,17.901974,7.429581,73.79869,61045601_R4.png
40,55,10,60,0.25,FCU,Glycol,4/2,Campus,16.591408,7.657429,58.044311,61055401_R4.png
50,55,10,60,0.25,FCU,Glycol,4/2,Campus,17.578746,7.751077,66.162708,61055501_R4.png
60,55,10,60,0.25,FCU,Glycol,4/2,Campus,18.566084,7.844724,74.281107,61055601_R4.png
40,35,30,60,0.25,FCU,Glycol,4/2,Campus,14.254355,6.17917,56.743603,63035401_R4.png
50,35,30,60,0.25,FCU,Glycol,4/2,Campus,15.508975,6.426846,64.995781,63035501_R4.png
60,35,30,60,0.25,FCU,Glycol,4/2,Campus,16.763595,6.674522,73.24796,63035601_R4.png
40,45,30,60,0.25,FCU,Glycol,4/2,Campus,14.910784,6.59366,57.189483,63045401_R4.png
50,45,30,60,0.25,FCU,Glycol,4/2,Campus,16.095197,6.798419,65.397242,63045501_R4.png
60,45,30,60,0.25,FCU,Glycol,4/2,Campus,17.27961,7.003177,73.604998,63045601_R4.png
40,55,30,60,0.25,FCU,Glycol,4/2,Campus,15.555305,7.002926,57.676772,63055401_R4.png
50,55,30,60,0.25,FCU,Glycol,4/2,Campus,16.670211,7.165311,65.833942,63055501_R4.png
60,55,30,60,0.25,FCU,Glycol,4/2,Campus,17.785118,7.327697,73.991116,63055601_R4.png
40,35,50,60,0.25,FCU,Glycol,4/2,Campus,13.622012,5.7555,56.609208,65035401_R4.png
50,35,50,60,0.25,FCU,Glycol,4/2,Campus,14.96115,6.04768,64.875333,65035501_R4.png
60,35,50,60,0.25,FCU,Glycol,4/2,Campus,16.300288,6.33986,73.141458,65035601_R4.png
40,45,50,60,0.25,FCU,Glycol,4/2,Campus,14.075554,6.053866,56.944487,65045401_R4.png
50,45,50,60,0.25,FCU,Glycol,4/2,Campus,15.3664,6.315319,65.177896,65045501_R4.png
60,45,50,60,0.25,FCU,Glycol,4/2,Campus,16.657246,6.576773,73.411305,65045601_R4.png
40,55,50,60,0.25,FCU,Glycol,4/2,Campus,14.519201,6.348422,57.309232,65055401_R4.png
50,55,50,60,0.25,FCU,Glycol,4/2,Campus,15.761676,6.579546,65.505177,65055501_R4.png
60,55,50,60,0.25,FCU,Glycol,4/2,Campus,17.004151,6.810669,73.701125,65055601_R4.png
40,35,10,80,0.25,FCU,Glycol,4/2,Campus,16.171539,7.259993,57.482725,81035401_R4.png
50,35,10,80,0.25,FCU,Glycol,4/2,Campus,17.365523,7.486497,65.769656,81035501_R4.png
60,35,10,80,0.25,FCU,Glycol,4/2,Campus,18.559508,7.713,74.056587,81035601_R4.png
40,45,10,80,0.25,FCU,Glycol,4/2,Campus,17.225571,7.894689,58.20172,81045401_R4.png
50,45,10,80,0.25,FCU,Glycol,4/2,Campus,18.307284,8.055272,66.413747,81045501_R4.png
60,45,10,80,0.25,FCU,Glycol,4/2,Campus,19.388998,8.215855,74.625773,81045601_R4.png
40,55,10,80,0.25,FCU,Glycol,4/2,Campus,18.258487,8.519768,58.981456,81055401_R4.png
50,55,10,80,0.25,FCU,Glycol,4/2,Campus,19.229842,8.615433,67.111464,81055501_R4.png
60,55,10,80,0.25,FCU,Glycol,4/2,Campus,20.201196,8.711098,75.241476,81055601_R4.png
40,35,30,80,0.25,FCU,Glycol,4/2,Campus,15.354083,6.747815,57.281617,83035401_R4.png
50,35,30,80,0.25,FCU,Glycol,4/2,Campus,16.652381,7.028019,65.588592,83035501_R4.png
60,35,30,80,0.25,FCU,Glycol,4/2,Campus,17.950678,7.308223,73.895567,83035601_R4.png
40,45,30,80,0.25,FCU,Glycol,4/2,Campus,16.161959,7.243258,57.853898,83045401_R4.png
50,45,30,80,0.25,FCU,Glycol,4/2,Campus,17.374378,7.472135,66.101844,83045501_R4.png
60,45,30,80,0.25,FCU,Glycol,4/2,Campus,18.586796,7.701012,74.349792,83045601_R4.png
40,55,30,80,0.25,FCU,Glycol,4/2,Campus,16.95233,7.73116,58.473334,83055401_R4.png
50,55,30,80,0.25,FCU,Glycol,4/2,Campus,18.079907,7.909496,66.656455,83055501_R4.png
60,55,30,80,0.25,FCU,Glycol,4/2,Campus,19.207484,8.087832,74.839578,83055601_R4.png
40,35,50,80,0.25,FCU,Glycol,4/2,Campus,14.536628,6.235637,57.080511,85035401_R4.png
50,35,50,80,0.25,FCU,Glycol,4/2,Campus,15.939238,6.569542,65.407528,85035501_R4.png
60,35,50,80,0.25,FCU,Glycol,4/2,Campus,17.341849,6.903447,73.734545,85035601_R4.png
40,45,50,80,0.25,FCU,Glycol,4/2,Campus,15.098347,6.591827,57.506074,85045401_R4.png
50,45,50,80,0.25,FCU,Glycol,4/2,Campus,16.441471,6.888998,65.789944,85045501_R4.png
60,45,50,80,0.25,FCU,Glycol,4/2,Campus,17.784594,7.18617,74.073811,85045601_R4.png
40,55,50,80,0.25,FCU,Glycol,4/2,Campus,15.646173,6.942552,57.965213,85055401_R4.png
50,55,50,80,0.25,FCU,Glycol,4/2,Campus,16.929972,7.203559,66.201445,85055501_R4.png
60,55,50,80,0.25,FCU,Glycol,4/2,Campus,18.213771,7.464566,74.437679,85055601_R4.png
40,35,10,20,0.4,FCU,Glycol,4/2,Campus,12.437126,5.69399,56.668155,21035401_R4.png
50,35,10,20,0.4,FCU,Glycol,4/2,Campus,13.575351,5.86525,64.724883,21035501_R4.png
60,35,10,20,0.4,FCU,Glycol,4/2,Campus,14.713577,6.03651,72.781612,21035601_R4.png
40,45,10,20,0.4,FCU,Glycol,4/2,Campus,12.753602,6.077882,57.085823,21045401_R4.png
50,45,10,20,0.4,FCU,Glycol,4/2,Campus,13.848823,6.209295,65.099885,21045501_R4.png
60,45,10,20,0.4,FCU,Glycol,4/2,Campus,14.944044,6.340708,73.113946,21045601_R4.png
40,55,10,20,0.4,FCU,Glycol,4/2,Campus,13.018636,6.45844,57.579541,21055401_R4.png
50,55,10,20,0.4,FCU,Glycol,4/2,Campus,14.069657,6.550355,65.547379,21055501_R4.png
60,55,10,20,0.4,FCU,Glycol,4/2,Campus,15.120678,6.64227,73.51522,21055601_R4.png
40,35,30,20,0.4,FCU,Glycol,4/2,Campus,12.143739,5.392904,56.455784,23035401_R4.png
50,35,30,20,0.4,FCU,Glycol,4/2,Campus,13.322218,5.595913,64.535641,23035501_R4.png
60,35,30,20,0.4,FCU,Glycol,4/2,Campus,14.500697,5.798923,72.615497,23035601_R4.png
40,45,30,20,0.4,FCU,Glycol,4/2,Campus,12.377959,5.693277,56.793698,23045401_R4.png
50,45,30,20,0.4,FCU,Glycol,4/2,Campus,13.524434,5.865239,64.839603,23045501_R4.png
60,45,30,20,0.4,FCU,Glycol,4/2,Campus,14.670908,6.037202,72.885507,23045601_R4.png
40,55,30,20,0.4,FCU,Glycol,4/2,Campus,12.571089,5.990996,57.190675,23055401_R4.png
50,55,30,20,0.4,FCU,Glycol,4/2,Campus,13.684178,6.132188,65.199593,23055501_R4.png
60,55,30,20,0.4,FCU,Glycol,4/2,Campus,14.797268,6.27338,73.208514,23055601_R4.png
40,35,50,20,0.4,FCU,Glycol,4/2,Campus,11.850352,5.091817,56.243412,25035401_R4.png
50,35,50,20,0.4,FCU,Glycol,4/2,Campus,13.069084,5.326577,64.346398,25035501_R4.png
60,35,50,20,0.4,FCU,Glycol,4/2,Campus,14.287817,5.561337,72.449384,25035601_R4.png
40,45,50,20,0.4,FCU,Glycol,4/2,Campus,12.002317,5.308672,56.50157,25045401_R4.png
50,45,50,20,0.4,FCU,Glycol,4/2,Campus,13.200045,5.521184,64.579319,25045501_R4.png
60,45,50,20,0.4,FCU,Glycol,4/2,Campus,14.397772,5.733695,72.657066,25045601_R4.png
40,55,50,20,0.4,FCU,Glycol,4/2,Campus,12.123542,5.523552,56.80181,25055401_R4.png
50,55,50,20,0.4,FCU,Glycol,4/2,Campus,13.2987,5.714022,64.851808,25055501_R4.png
60,55,50,20,0.4,FCU,Glycol,4/2,Campus,14.473857,5.904491,72.901806,25055601_R4.png
40,35,10,40,0.4,FCU,Glycol,4/2,Campus,13.711372,6.800102,57.512278,41035401_R4.png
50,35,10,40,0.4,FCU,Glycol,4/2,Campus,14.866758,7.010926,65.620899,41035501_R4.png
60,35,10,40,0.4,FCU,Glycol,4/2,Campus,16.022144,7.221751,73.729521,41035601_R4.png
40,45,10,40,0.4,FCU,Glycol,4/2,Campus,14.288567,7.363325,58.170091,41045401_R4.png
50,45,10,40,0.4,FCU,Glycol,4/2,Campus,15.373174,7.515689,66.209649,41045501_R4.png
60,45,10,40,0.4,FCU,Glycol,4/2,Campus,16.457782,7.668053,74.249204,41045601_R4.png
40,55,10,40,0.4,FCU,Glycol,4/2,Campus,14.938394,7.919644,58.878917,41055401_R4.png
50,55,10,40,0.4,FCU,Glycol,4/2,Campus,15.952467,8.014267,66.843968,41055501_R4.png
60,55,10,40,0.4,FCU,Glycol,4/2,Campus,16.96654,8.10889,74.809022,41055601_R4.png
40,35,30,40,0.4,FCU,Glycol,4/2,Campus,13.246219,6.350186,57.200361,43035401_R4.png
50,35,30,40,0.4,FCU,Glycol,4/2,Campus,14.465895,6.608212,65.34259,43035501_R4.png
60,35,30,40,0.4,FCU,Glycol,4/2,Campus,15.685571,6.866238,73.484818,43035601_R4.png
40,45,30,40,0.4,FCU,Glycol,4/2,Campus,13.683221,6.790039,57.725054,43045401_R4.png
50,45,30,40,0.4,FCU,Glycol,4/2,Campus,14.84929,7.00254,65.812799,43045501_R4.png
60,45,30,40,0.4,FCU,Glycol,4/2,Campus,16.015359,7.215041,73.900541,43045601_R4.png
40,55,30,40,0.4,FCU,Glycol,4/2,Campus,14.175634,7.224462,58.28934,43055401_R4.png
50,55,30,40,0.4,FCU,Glycol,4/2,Campus,15.287835,7.392003,66.318099,43055501_R4.png
60,55,30,40,0.4,FCU,Glycol,4/2,Campus,16.400037,7.559545,74.346861,43055601_R4.png
40,35,50,40,0.4,FCU,Glycol,4/2,Campus,12.781066,5.900271,56.888445,45035401_R4.png
50,35,50,40,0.4,FCU,Glycol,4/2,Campus,14.065032,6.205497,65.064281,45035501_R4.png
60,35,50,40,0.4,FCU,Glycol,4/2,Campus,15.348998,6.510724,73.240115,45035601_R4.png
40,45,50,40,0.4,FCU,Glycol,4/2,Campus,13.077875,6.216754,57.280017,45045401_R4.png
50,45,50,40,0.4,FCU,Glycol,4/2,Campus,14.325406,6.489391,65.41595,45045501_R4.png
60,45,50,40,0.4,FCU,Glycol,4/2,Campus,15.572936,6.762029,73.551879,45045601_R4.png
40,55,50,40,0.4,FCU,Glycol,4/2,Campus,13.412874,6.529279,57.699762,45055401_R4.png
50,55,50,40,0.4,FCU,Glycol,4/2,Campus,14.623204,6.769739,65.792229,45055501_R4.png
60,55,50,40,0.4,FCU,Glycol,4/2,Campus,15.833535,7.0102,73.884699,45055601_R4.png
40,35,10,60,0.4,FCU,Glycol,4/2,Campus,15.031663,7.869629,58.542215,61035401_R4.png
50,35,10,60,0.4,FCU,Glycol,4/2,Campus,16.208819,8.118735,66.692872,61035501_R4.png
60,35,10,60,0.4,FCU,Glycol,4/2,Campus,17.385975,8.367842,74.843529,61035601_R4.png
40,45,10,60,0.4,FCU,Glycol,4/2,Campus,15.903238,8.601986,59.46801,61045401_R4.png
50,45,10,60,0.4,FCU,Glycol,4/2,Campus,16.987231,8.775077,67.521582,61045501_R4.png
60,45,10,60,0.4,FCU,Glycol,4/2,Campus,18.071224,8.948169,75.575152,61045601_R4.png
40,55,10,60,0.4,FCU,Glycol,4/2,Campus,16.759706,9.322683,60.454539,61055401_R4.png
50,55,10,60,0.4,FCU,Glycol,4/2,Campus,17.751975,9.420974,68.402278,61055501_R4.png
60,55,10,60,0.4,FCU,Glycol,4/2,Campus,18.744243,9.519266,76.350018,61055601_R4.png
40,35,30,60,0.4,FCU,Glycol,4/2,Campus,14.380658,7.275819,58.095184,63035401_R4.png
50,35,30,60,0.4,FCU,Glycol,4/2,Campus,15.644153,7.587064,66.293546,63035501_R4.png
60,35,30,60,0.4,FCU,Glycol,4/2,Campus,16.907648,7.898309,74.491909,63035601_R4.png
40,45,30,60,0.4,FCU,Glycol,4/2,Campus,15.046622,7.84722,58.828306,63045401_R4.png
50,45,30,60,0.4,FCU,Glycol,4/2,Campus,16.2391,8.099287,66.950391,63045501_R4.png
60,45,30,60,0.4,FCU,Glycol,4/2,Campus,17.431578,8.351355,75.072474,63045601_R4.png
40,55,30,60,0.4,FCU,Glycol,4/2,Campus,15.699756,8.409492,59.608583,63055401_R4.png
50,55,30,60,0.4,FCU,Glycol,4/2,Campus,16.821886,8.603332,67.647316,63055501_R4.png
60,55,30,60,0.4,FCU,Glycol,4/2,Campus,17.944015,8.797172,75.686054,63055601_R4.png
40,35,50,60,0.4,FCU,Glycol,4/2,Campus,13.729653,6.68201,57.648152,65035401_R4.png
50,35,50,60,0.4,FCU,Glycol,4/2,Campus,15.079487,7.055393,65.89422,65035501_R4.png
60,35,50,60,0.4,FCU,Glycol,4/2,Campus,16.42932,7.428777,74.140287,65035601_R4.png
40,45,50,60,0.4,FCU,Glycol,4/2,Campus,14.190007,7.092455,58.188603,65045401_R4.png
50,45,50,60,0.4,FCU,Glycol,4/2,Campus,15.490969,7.423498,66.3792,65045501_R4.png
60,45,50,60,0.4,FCU,Glycol,4/2,Campus,16.791932,7.75454,74.569797,65045601_R4.png
40,55,50,60,0.4,FCU,Glycol,4/2,Campus,14.639806,7.496302,58.762627,65055401_R4.png
50,55,50,60,0.4,FCU,Glycol,4/2,Campus,15.891796,7.78569,66.892356,65055501_R4.png
60,55,50,60,0.4,FCU,Glycol,4/2,Campus,17.143786,8.075077,75.022089,65055601_R4.png
40,35,10,80,0.4,FCU,Glycol,4/2,Campus,16.335428,8.907076,59.645758,81035401_R4.png
50,35,10,80,0.4,FCU,Glycol,4/2,Campus,17.538454,9.193334,67.828864,81035501_R4.png
60,35,10,80,0.4,FCU,Glycol,4/2,Campus,18.74148,9.479591,76.01197,81035601_R4.png
40,45,10,80,0.4,FCU,Glycol,4/2,Campus,17.401905,9.799384,60.843761,81045401_R4.png
50,45,10,80,0.4,FCU,Glycol,4/2,Campus,18.491379,9.993028,68.89876,81045501_R4.png
60,45,10,80,0.4,FCU,Glycol,4/2,Campus,19.580853,10.186672,76.953757,81045601_R4.png
40,55,10,80,0.4,FCU,Glycol,4/2,Campus,18.444641,10.674165,62.101391,81055401_R4.png
50,55,10,80,0.4,FCU,Glycol,4/2,Campus,19.422643,10.777019,70.0201,81055501_R4.png
60,55,10,80,0.4,FCU,Glycol,4/2,Campus,20.400644,10.879873,77.938812,81055601_R4.png
40,35,30,80,0.4,FCU,Glycol,4/2,Campus,15.497403,8.173697,59.045803,83035401_R4.png
50,35,30,80,0.4,FCU,Glycol,4/2,Campus,16.806695,8.536581,67.292479,83035501_R4.png
60,35,30,80,0.4,FCU,Glycol,4/2,Campus,18.115987,8.899465,75.539157,83035601_R4.png
40,45,30,80,0.4,FCU,Glycol,4/2,Campus,16.314957,8.869505,59.990642,83045401_R4.png
50,45,30,80,0.4,FCU,Glycol,4/2,Campus,17.537374,9.160301,68.136914,83045501_R4.png
60,45,30,80,0.4,FCU,Glycol,4/2,Campus,18.759792,9.451096,76.283184,83045601_R4.png
40,55,30,80,0.4,FCU,Glycol,4/2,Campus,17.112966,9.551619,60.981775,83055401_R4.png
50,55,30,80,0.4,FCU,Glycol,4/2,Campus,18.249675,9.771751,69.021009,83055501_R4.png
60,55,30,80,0.4,FCU,Glycol,4/2,Campus,19.386384,9.991883,77.060243,83055601_R4.png
40,35,50,80,0.4,FCU,Glycol,4/2,Campus,14.659377,7.440318,58.445847,85035401_R4.png
50,35,50,80,0.4,FCU,Glycol,4/2,Campus,16.074935,7.879828,66.756095,85035501_R4.png
60,35,50,80,0.4,FCU,Glycol,4/2,Campus,17.490494,8.319339,75.066343,85035601_R4.png
40,45,50,80,0.4,FCU,Glycol,4/2,Campus,15.22801,7.939626,59.137524,85045401_R4.png
50,45,50,80,0.4,FCU,Glycol,4/2,Campus,16.58337,8.327573,67.375068,85045501_R4.png
60,45,50,80,0.4,FCU,Glycol,4/2,Campus,17.93873,8.715521,75.612611,85045601_R4.png
40,55,50,80,0.4,FCU,Glycol,4/2,Campus,15.781291,8.429074,59.862159,85055401_R4.png
50,55,50,80,0.4,FCU,Glycol,4/2,Campus,17.076708,8.766484,68.021915,85055501_R4.png
60,55,50,80,0.4,FCU,Glycol,4/2,Campus,18.372124,9.103894,76.181673,85055601_R4.png
40,35,10,20,0.25,RadSlab,Glycol,4/2,Campus,12.254026,5.2418,53.597369,21035401_R4.png
50,35,10,20,0.25,RadSlab,Glycol,4/2,Campus,13.374336,5.396968,61.223962,21035501_R4.png
60,35,10,20,0.25,RadSlab,Glycol,4/2,Campus,14.494646,5.552137,68.850558,21035601_R4.png
40,45,10,20,0.25,RadSlab,Glycol,4/2,Campus,12.55537,5.551843,54.104283,21045401_R4.png
50,45,10,20,0.25,RadSlab,Glycol,4/2,Campus,13.634981,5.674812,61.671457,21045501_R4.png
60,45,10,20,0.25,RadSlab,Glycol,4/2,Campus,14.714593,5.797781,69.238629,21045601_R4.png
40,55,10,20,0.25,RadSlab,Glycol,4/2,Campus,12.864686,5.859333,54.629683,21055401_R4.png
50,55,10,20,0.25,RadSlab,Glycol,4/2,Campus,13.901569,5.950375,62.1355,21055501_R4.png
60,55,10,20,0.25,RadSlab,Glycol,4/2,Campus,14.938451,6.041416,69.641322,21055601_R4.png
40,35,30,20,0.25,RadSlab,Glycol,4/2,Campus,11.960577,4.999671,53.348392,23035401_R4.png
50,35,30,20,0.25,RadSlab,Glycol,4/2,Campus,13.119798,5.180499,61.007526,23035501_R4.png
60,35,30,20,0.25,RadSlab,Glycol,4/2,Campus,14.279019,5.361327,68.666662,23035601_R4.png
40,45,30,20,0.25,RadSlab,Glycol,4/2,Campus,12.178749,5.24273,53.773881,23045401_R4.png
50,45,30,20,0.25,RadSlab,Glycol,4/2,Campus,13.307328,5.398459,61.383727,23045501_R4.png
60,45,30,20,0.25,RadSlab,Glycol,4/2,Campus,14.435908,5.554189,68.993571,23045601_R4.png
40,55,30,20,0.25,RadSlab,Glycol,4/2,Campus,12.403424,5.483699,54.211784,23055401_R4.png
50,55,30,20,0.25,RadSlab,Glycol,4/2,Campus,13.499858,5.614548,61.771137,23055501_R4.png
60,55,30,20,0.25,RadSlab,Glycol,4/2,Campus,14.596291,5.745398,69.330491,23055601_R4.png
40,35,50,20,0.25,RadSlab,Glycol,4/2,Campus,11.667128,4.757543,53.099415,25035401_R4.png
50,35,50,20,0.25,RadSlab,Glycol,4/2,Campus,12.865261,4.96403,60.79109,25035501_R4.png
60,35,50,20,0.25,RadSlab,Glycol,4/2,Campus,14.063393,5.170517,68.482766,25035601_R4.png
40,45,50,20,0.25,RadSlab,Glycol,4/2,Campus,11.802127,4.933617,53.443478,25045401_R4.png
50,45,50,20,0.25,RadSlab,Glycol,4/2,Campus,12.979675,5.122106,61.095997,25045501_R4.png
60,45,50,20,0.25,RadSlab,Glycol,4/2,Campus,14.157223,5.310596,68.748514,25045601_R4.png
40,55,50,20,0.25,RadSlab,Glycol,4/2,Campus,11.942162,5.108064,53.793886,25055401_R4.png
50,55,50,20,0.25,RadSlab,Glycol,4/2,Campus,13.098146,5.278721,61.406772,25055501_R4.png
60,55,50,20,0.25,RadSlab,Glycol,4/2,Campus,14.254131,5.449379,69.019661,25055601_R4.png
40,35,10,40,0.25,RadSlab,Glycol,4/2,Campus,13.416281,5.929344,54.667882,41035401_R4.png
50,35,10,40,0.25,RadSlab,Glycol,4/2,Campus,14.536608,6.108839,62.425874,41035501_R4.png
60,35,10,40,0.25,RadSlab,Glycol,4/2,Campus,15.656935,6.288333,70.183867,41035601_R4.png
40,45,10,40,0.25,RadSlab,Glycol,4/2,Campus,13.853086,6.351985,55.413034,41045401_R4.png
50,45,10,40,0.25,RadSlab,Glycol,4/2,Campus,14.906523,6.487587,63.09217,41045501_R4.png
60,45,10,40,0.25,RadSlab,Glycol,4/2,Campus,15.95996,6.623189,70.771307,41045601_R4.png
40,55,10,40,0.25,RadSlab,Glycol,4/2,Campus,14.447296,6.770278,56.166695,41055401_R4.png
50,55,10,40,0.25,RadSlab,Glycol,4/2,Campus,15.435117,6.862444,63.760833,41055501_R4.png
60,55,10,40,0.25,RadSlab,Glycol,4/2,Campus,16.422938,6.954609,71.354973,41055601_R4.png
40,35,30,40,0.25,RadSlab,Glycol,4/2,Campus,12.956099,5.594574,54.341701,43035401_R4.png
50,35,30,40,0.25,RadSlab,Glycol,4/2,Campus,14.13822,5.809358,62.143205,43035501_R4.png
60,35,30,40,0.25,RadSlab,Glycol,4/2,Campus,15.320341,6.024143,69.944712,43035601_R4.png
40,45,30,40,0.25,RadSlab,Glycol,4/2,Campus,13.279629,5.925209,54.952485,43045401_R4.png
50,45,30,40,0.25,RadSlab,Glycol,4/2,Campus,14.410738,6.1058,62.689586,43045501_R4.png
60,45,30,40,0.25,RadSlab,Glycol,4/2,Campus,15.541846,6.286391,70.426685,43045601_R4.png
40,55,30,40,0.25,RadSlab,Glycol,4/2,Campus,13.725889,6.252357,55.567926,43055401_R4.png
50,55,30,40,0.25,RadSlab,Glycol,4/2,Campus,14.80705,6.399117,63.236141,43055501_R4.png
60,55,30,40,0.25,RadSlab,Glycol,4/2,Campus,15.888211,6.545878,70.904362,43055601_R4.png
40,35,50,40,0.25,RadSlab,Glycol,4/2,Campus,12.495917,5.259804,54.015519,45035401_R4.png
50,35,50,40,0.25,RadSlab,Glycol,4/2,Campus,13.739832,5.509878,61.860537,45035501_R4.png
60,35,50,40,0.25,RadSlab,Glycol,4/2,Campus,14.983747,5.759952,69.705556,45035601_R4.png
40,45,50,40,0.25,RadSlab,Glycol,4/2,Campus,12.706172,5.498432,54.491936,45045401_R4.png
50,45,50,40,0.25,RadSlab,Glycol,4/2,Campus,13.914952,5.724013,62.287001,45045501_R4.png
60,45,50,40,0.25,RadSlab,Glycol,4/2,Campus,15.123732,5.949593,70.082064,45045601_R4.png
40,55,50,40,0.25,RadSlab,Glycol,4/2,Campus,13.004481,5.734436,54.969156,45055401_R4.png
50,55,50,40,0.25,RadSlab,Glycol,4/2,Campus,14.178983,5.935791,62.711452,45055501_R4.png
60,55,50,40,0.25,RadSlab,Glycol,4/2,Campus,15.353484,6.137146,70.453752,45055601_R4.png
40,35,10,60,0.25,RadSlab,Glycol,4/2,Campus,14.497826,6.600847,56.033427,61035401_R4.png
50,35,10,60,0.25,RadSlab,Glycol,4/2,Campus,15.626154,6.804145,63.935952,61035501_R4.png
60,35,10,60,0.25,RadSlab,Glycol,4/2,Campus,16.754482,7.007443,71.838479,61035601_R4.png
40,45,10,60,0.25,RadSlab,Glycol,4/2,Campus,15.280501,7.131662,56.973897,61045401_R4.png
50,45,10,60,0.25,RadSlab,Glycol,4/2,Campus,16.324189,7.279832,64.77193,61045501_R4.png
60,45,10,60,0.25,RadSlab,Glycol,4/2,Campus,17.367877,7.428001,72.56996,61045601_R4.png
40,55,10,60,0.25,RadSlab,Glycol,4/2,Campus,16.040306,7.655753,58.051863,61055401_R4.png
50,55,10,60,0.25,RadSlab,Glycol,4/2,Campus,17.002042,7.749499,65.729333,61055501_R4.png
60,55,10,60,0.25,RadSlab,Glycol,4/2,Campus,17.963777,7.843244,73.406805,61055601_R4.png
40,35,30,60,0.25,RadSlab,Glycol,4/2,Campus,13.887288,6.175618,55.584434,63035401_R4.png
50,35,30,60,0.25,RadSlab,Glycol,4/2,Campus,15.098129,6.423608,63.543516,63035501_R4.png
60,35,30,60,0.25,RadSlab,Glycol,4/2,Campus,16.30897,6.671597,71.502597,63035601_R4.png
40,45,30,60,0.25,RadSlab,Glycol,4/2,Campus,14.479828,6.590388,56.347133,63045401_R4.png
50,45,30,60,0.25,RadSlab,Glycol,4/2,Campus,15.625851,6.795445,64.22187,63045501_R4.png
60,45,30,60,0.25,RadSlab,Glycol,4/2,Campus,16.771873,7.000503,72.096603,63045601_R4.png
40,55,30,60,0.25,RadSlab,Glycol,4/2,Campus,15.054884,6.999824,57.214811,63055401_R4.png
50,55,30,60,0.25,RadSlab,Glycol,4/2,Campus,16.138253,7.162504,64.993003,63055501_R4.png
60,55,30,60,0.25,RadSlab,Glycol,4/2,Campus,17.221623,7.325185,72.771195,63055601_R4.png
40,35,50,60,0.25,RadSlab,Glycol,4/2,Campus,13.27675,5.750389,55.135442,65035401_R4.png
50,35,50,60,0.25,RadSlab,Glycol,4/2,Campus,14.570104,6.04307,63.151078,65035501_R4.png
60,35,50,60,0.25,RadSlab,Glycol,4/2,Campus,15.863458,6.335751,71.166714,65035601_R4.png
40,45,50,60,0.25,RadSlab,Glycol,4/2,Campus,13.679156,6.049114,55.720369,65045401_R4.png
50,45,50,60,0.25,RadSlab,Glycol,4/2,Campus,14.927513,6.311059,63.671808,65045501_R4.png
60,45,50,60,0.25,RadSlab,Glycol,4/2,Campus,16.17587,6.573004,71.623245,65045601_R4.png
40,55,50,60,0.25,RadSlab,Glycol,4/2,Campus,14.069462,6.343895,56.377759,65055401_R4.png
50,55,50,60,0.25,RadSlab,Glycol,4/2,Campus,15.274465,6.57551,64.256672,65055501_R4.png
